Product_ID,Category,Sub_Category,Description_EN,Production_Cost
14484,Feminine,Sweaters and Knitwear,Streetwear Smooth Neutral Suede,23.99
14485,Feminine,Dresses and Jumpsuits,Boho Jacquard Mostarda Com Glitter,24.41
14486,Feminine,Shirts and Blouses,Female Thin Knit Blouse,26.39
14487,Feminine,T-shirts and Tops,Women'S T-Shirt With Abstract Stamp,5.33
14488,Feminine,Pants and Jeans,Women'S Pants With Fold,46.08
14489,Feminine,Skirts and Shorts,Boho Style Skirt With Floated Fabric,8.65
14490,Feminine,Suits and Sets,Long -Sleeved Blouse Set And Midi Skirt With Pockets,24.99
14491,Feminine,Sportswear,Women'S Training Pants,9.85
14492,Feminine,Lingerie and Pajamas,Long Sleeve Pajama With Print,7.44
14493,Feminine,Accessories,Sunglasses With Wooden Details,1.31
14494,Masculine,Coats and Blazers,Smooth Blue Cotton,8.55
14495,Masculine,Sweaters and Sweatshirts,Casual Green Linho With Tiel,12.57
14496,Masculine,T-shirts and Polos,Executive Padded Neutral Velvet,10.25
14497,Masculine,Shirts,Boho Style Men'S Shirt With Tape Details,6.1
14498,Masculine,Pants and Jeans,Classic Style Men'S Jeans With Simple Bar,10.64
14499,Masculine,Suits and Blazers,Men'S Blazer Slim Fit Cotton With Modern Cut,50.49
14500,Masculine,Sportswear,Men'S Training Pants With Pocket For Small Objects,12.68
14501,Masculine,Underwear and Pajamas,Male Polyester Pajamas With Buttons And Pants,10.22
14502,Masculine,Accessories,Men'S Cap With Camouflage Print,8.78
14503,Children,Baby (0-12 months),Modern Smooth Bordon Silk,12.21
14504,Children,"Girl and Boy (1-5 years, 6-14 years)",Luxurious Silver Linen,10.48
14505,Children,Coats,Beige Cotton Retro With Ruffles,13.7
14506,Children,Sweaters,Children'S Jersey With Colorful Camouflage,14.12
14507,Children,Pajamas,Kids Kids Pajama With Colorful Stripes,16.62
14508,Children,Accessories,Children'S Wallet With Animated Design,1.73
14509,Feminine,Coats and Blazers,Modern Turquoise Jeans With Pockets,25.6
14510,Feminine,Sweaters and Knitwear,Vintage Neutral Satin With Ruffles,19.93
14511,Feminine,Dresses and Jumpsuits,Luxurious Lilac Velvet With Hood,35.4
14512,Feminine,Shirts and Blouses,Puffy Buttons Shirt,14.44
14513,Feminine,T-shirts and Tops,Female Top With Income Details,8.46
14514,Feminine,Pants and Jeans,Wide Leg Jeans,22.07
14515,Feminine,Skirts and Shorts,Short Skirt With Drafted Details,9.96
14516,Feminine,Suits and Sets,Blouse With Neckline Detail And Cotton Skirt,26.85
14517,Feminine,Sportswear,Short -Sleeved Sports T -Shirt,14.75
14518,Feminine,Lingerie and Pajamas,Body Lingierie De Rend E Tule,3.99
14519,Feminine,Accessories,Transparent Clutch With Current Strap,2.57
14520,Masculine,Coats and Blazers,Blue Satin Executive With Lace,18.15
14521,Masculine,Sweaters and Sweatshirts,Casual Lilac Cotton Printed,17.18
14522,Masculine,T-shirts and Polos,Modern Smooth Blue Cotton,15.72
14523,Masculine,Shirts,Men'S Cotton Shirt With Thin Stripes Standard,8.55
14524,Masculine,Pants and Jeans,Slim Fit Men'S Pants With Velvety Effect,9.65
14525,Masculine,Suits and Blazers,Classic Men'S Blazer Of Tailoring,39.93
14526,Masculine,Sportswear,Men'S Jacket For Night Running With Reflective Details,11.19
14527,Masculine,Underwear and Pajamas,Male Microfiber Underwear With Slim Design,6.22
14528,Masculine,Accessories,Antibacterial Men'S Socks,12.18
14529,Children,Baby (0-12 months),High-Tech Turquoise Lace,7.58
14530,Children,"Girl and Boy (1-5 years, 6-14 years)",High-Tech Jacquard Silver With Zipper,10.64
14531,Children,Coats,Sports Yellow Jeans With Fringes,12.83
14532,Children,Sweaters,Children'S Sweatshirt With Kangaroo Pocket And Shafts,9.41
14533,Children,Pajamas,Children'S Cotton Pajama With Panda Teddy Bear Design,12.49
14534,Children,Accessories,Children'S Apron For Kitchen,8.47
14535,Feminine,Coats and Blazers,Executive Seda Beige With Fringes,33.91
14536,Feminine,Sweaters and Knitwear,Luxurious Black Velvet Embroidered,17.86
14537,Feminine,Dresses and Jumpsuits,Executive Cotton Beige Embroidered,5.87
14538,Feminine,Shirts and Blouses,Tulle Blouse With Pearl Application,11.46
14539,Feminine,T-shirts and Tops,Tinning T-Shirt With Timage,6.52
14540,Feminine,Pants and Jeans,Women'S Tailoring Pants,49.72
14541,Feminine,Skirts and Shorts,Midi Skirt With A High Waist With Belt,15.98
14542,Feminine,Suits and Sets,Crochet Tricot Blouse Set,17.7
14543,Feminine,Sportswear,Women'S Training Jacket,9.78
14544,Feminine,Lingerie and Pajamas,Bra With Removable Female Straps,8.3
14545,Feminine,Accessories,Bluetooth Headset With Slim Design,14.52
14546,Masculine,Coats and Blazers,Classic Red Lace With Hood,36.81
14547,Masculine,Sweaters and Sweatshirts,Sports Nylon Neutral With Buttons,16.48
14548,Masculine,T-shirts and Polos,Golden Linen Retro Embroidered,15.21
14549,Masculine,Shirts,Men'S Slim Fit High Collar Shirt,9.12
14550,Masculine,Pants and Jeans,Men'S Cotton Jeans With Soft Lining,7.83
14551,Masculine,Suits and Blazers,Slim Fit Male Fact With Standard Collar,61.13
14552,Masculine,Sportswear,Men'S Soccer Shorts With Adjustable Waist And Pockets,25.93
14553,Masculine,Underwear and Pajamas,Male Cotton Pajama With Creative Print,15.87
14554,Masculine,Accessories,Male Metal Keychain With Geometric Design,9.91
14555,Children,Baby (0-12 months),Modern Jacquard Mustard Print,5.78
14556,Children,"Girl and Boy (1-5 years, 6-14 years)",Boho Denim Pink With Fringes,11.66
14557,Children,Coats,Modern Silver Suede,30.56
14558,Children,Sweaters,Children'S Jersey With Car Prints And Trucks,12.77
14559,Children,Pajamas,Children'S Pajama Velvet With Bright Stars Print,5.78
14560,Children,Accessories,Children'S Raincover With Characters,3.11
14561,Feminine,Coats and Blazers,High-Tech Silver Lace With Zipper,42.81
14562,Feminine,Sweaters and Knitwear,Casual Blue Tricot With Bow,7.52
14563,Feminine,Dresses and Jumpsuits,Executive Neutral Leather With Hood,10.04
14564,Feminine,Shirts and Blouses,Slim Women'S Social Shirt,4.46
14565,Feminine,T-shirts and Tops,Lycra Top With Lace Details,14.41
14566,Feminine,Pants and Jeans,Skinny High Waist Jeans,22.35
14567,Feminine,Skirts and Shorts,Jeans Pencil Skirt With Tear Detail,6.56
14568,Feminine,Suits and Sets,Fact Of Printed Fabric Blouse And Midi Skirt,39.54
14569,Feminine,Sportswear,Feminin Yoga Set,15.27
14570,Feminine,Lingerie and Pajamas,Summer Pajama With Shorts,7.33
14571,Feminine,Accessories,Shoulder Bag With Gold Chain Detail,2.03
14572,Masculine,Coats and Blazers,Boho Tricot Turquoise Embroidery,31.15
14573,Masculine,Sweaters and Sweatshirts,Casual Denim Lilac Printed,25.18
14574,Masculine,T-shirts and Polos,Classic Denim Lilac Padded,8.81
14575,Masculine,Shirts,Men'S Long Sleeve Shirt With Stitching Details,10.64
14576,Masculine,Pants and Jeans,Men'S Twill Pants With Elastic Waistband,9.65
14577,Masculine,Suits and Blazers,Men'S Blazer With Lapel Details,31.93
14578,Masculine,Sportswear,Men'S Fitness T -Shirt With Strengthened Sewing For Greater Comfort,13.9
14579,Masculine,Underwear and Pajamas,Men'S T -Shirt To Sleep With Round Neckline,7.59
14580,Masculine,Accessories,Male Leather Belt With Retro Design Buckle,8.03
14581,Children,Baby (0-12 months),Luxurious Green Linen With Zipper,15.21
14582,Children,"Girl and Boy (1-5 years, 6-14 years)",Golden Wool Executive With Fringes,9.71
14583,Children,Coats,Stripped Beige Embroidery,11.15
14584,Children,Sweaters,Velvet Children'S Jersey With Bright Finish,3.78
14585,Children,Pajamas,Children'S Winter Pajamas With Synthetic Skin In The Hood,7.75
14586,Children,Accessories,Children'S Elastic Band For Hair,6.39
14587,Feminine,Coats and Blazers,Luxurious Yellow Lace With Fringes,27.43
14588,Feminine,Sweaters and Knitwear,Retro Polyester Bordô Padded,29.7
14589,Feminine,Dresses and Jumpsuits,Padded Silver Cotton Executive,6.97
14590,Feminine,Shirts and Blouses,High Collar Blouse And Long Sleeve,15.74
14591,Feminine,T-shirts and Tops,Landscape Cotton T-Shirt,7.11
14592,Feminine,Pants and Jeans,Women'S Cargo Pants,50.66
14593,Feminine,Skirts and Shorts,Long Silk Skirt With Floral Print,6.21
14594,Feminine,Suits and Sets,Short Skirt Set And Tulle -Sleeved Blouse,22.88
14595,Feminine,Sportswear,Top Of High Compression For Training,6.43
14596,Feminine,Lingerie and Pajamas,Pima Cotton Lingerie Set,4.31
14597,Feminine,Accessories,Thick Leather Belt With Bronze Buckle,11.12
14598,Masculine,Coats and Blazers,Punk Yellow Jeans With Glitter,32.66
14599,Masculine,Sweaters and Sweatshirts,Punk Lace Smooth Burgundy,12.82
14600,Masculine,T-shirts and Polos,Casual Jacquard Silver With Muffles,14.12
14601,Masculine,Shirts,Men'S Seda Shirt With Ethnic Stamp,19.08
14602,Masculine,Pants and Jeans,Male Relaxed Fit Jeans With Wear Details,23.52
14603,Masculine,Suits and Blazers,Male Fact Of 3 Pieces With Slim Tie,36.13
14604,Masculine,Sportswear,Slim Fit Men'S Running Pants With Flexible Fabric,16.84
14605,Masculine,Underwear and Pajamas,Men'S Boxer Underwear With Reinforcement Details,8.53
14606,Masculine,Accessories,Men'S Leather Backpack With Adjustable Straps,8.11
14607,Children,Baby (0-12 months),Executive Tricot Mustard With Glitter,17.62
14608,Children,"Girl and Boy (1-5 years, 6-14 years)",Casual Jacquard Blue Printed,21.66
14609,Children,Coats,Modern Black Tricot With Ruffles,8.67
14610,Children,Sweaters,Children'S Sweater With Space Theme And Bright Details,14.21
14611,Children,Pajamas,Short -Sleeved Children'S Pajama With Chess Shorts,12.38
14612,Children,Accessories,Pins Kit For Children'S Backpack,3.24
14613,Feminine,Coats and Blazers,Streetwear Emberded Boy Income,15.91
14614,Feminine,Sweaters and Knitwear,Executive Yellow Velvet With Buttons,22.28
14615,Feminine,Dresses and Jumpsuits,Denim Denim Gold With Glitter,5.13
14616,Feminine,Shirts and Blouses,Women'S Blouse Cotelê Velvet,6.82
14617,Feminine,T-shirts and Tops,Women'S Knitted Top With Loop Details,4.58
14618,Feminine,Pants and Jeans,Women'S Cropped Jeans,22.53
14619,Feminine,Skirts and Shorts,Midi Cotton Skirt With Timing Strip,11.4
14620,Feminine,Suits and Sets,Fact Of Cotton Blouse With Printed Midi Skirt,52.99
14621,Feminine,Sportswear,Female Compression Blouse,13.11
14622,Feminine,Lingerie and Pajamas,Bra With Female Invisible Sewing,8.97
14623,Feminine,Accessories,Pearl Earring With Yellow Gold Detail,3.14
14624,Masculine,Coats and Blazers,Stripped Turquoise With Lace,29.64
14625,Masculine,Sweaters and Sweatshirts,Sports Denim Yellow Printed,18.86
14626,Masculine,T-shirts and Polos,Streetwear Lilac Wool With Hood,12.94
14627,Masculine,Shirts,Men'S Casual Shirt With Classic Plaid Pattern,11.59
14628,Masculine,Pants and Jeans,Men'S Smooth Fabric Pants With Waist Adjustment,17.76
14629,Masculine,Suits and Blazers,Men'S Wool Blazer With Inner Lining,47.61
14630,Masculine,Sportswear,High Performance Men'S T -Shirt For Street Racing,17.7
14631,Masculine,Underwear and Pajamas,Men'S Winter Pajamas With Fleece Lining,12.56
14632,Masculine,Accessories,Men'S Men'S Sun Glasses With Mirrored Lenses,9.97
14633,Children,Baby (0-12 months),Modern Smooth Silver Velvet,5.64
14634,Children,"Girl and Boy (1-5 years, 6-14 years)",Neutral Linen Sports With Ruffles,10.45
14635,Children,Coats,Vintage Mustard Leather With Ruffles,15.81
14636,Children,Sweaters,Kids Cotton Sweater With Superhero Print,15.99
14637,Children,Pajamas,Soft Pajama With Cloud Print And Rain Of Hearts,11.83
14638,Children,Accessories,Personalized Children'S Keychain,2.68
14639,Feminine,Coats and Blazers,Formal Golden Cotton Smooth,13.93
14640,Feminine,Sweaters and Knitwear,Executive Green Cotton With Zipper,25.28
14641,Feminine,Dresses and Jumpsuits,Luxurious Lilac Cotton,13.96
14642,Feminine,Shirts and Blouses,Boho Chic Style Shirt,25.23
14643,Feminine,T-shirts and Tops,Short-Sleeved T-Shirt With Buttons Details,9.1
14644,Feminine,Pants and Jeans,Women'S Clochard Pants,7.25
14645,Feminine,Skirts and Shorts,Synthetic Leather Skirt With Slit,13.17
14646,Feminine,Suits and Sets,Boho Style Blouse With Long Skirt,42.47
14647,Feminine,Sportswear,Women'S Running T -Shirt With Quick Drying,17.9
14648,Feminine,Lingerie and Pajamas,Cotton Short Sweater,16.05
14649,Feminine,Accessories,Cotton Handkerchief With Colored Floral Print,5.33
14650,Masculine,Coats and Blazers,Executive Green Wool With Glitter,14.5
14651,Masculine,Sweaters and Sweatshirts,Red Tricot Executive With,28.37
14652,Masculine,T-shirts and Polos,Streetwear Tricot Mustard With Zipper,5.68
14653,Masculine,Shirts,Casual Men'S Shirt With Long Sleeve And Front Pocket,4.39
14654,Masculine,Pants and Jeans,Flare Male Jeans With Shredded Bar,36.12
14655,Masculine,Suits and Blazers,Casual Male Fact With Pocket Details,52.81
14656,Masculine,Sportswear,Male Lining And Side Zipper Training Jacket,20.35
14657,Masculine,Underwear and Pajamas,Men'S T -Shirt Of Fresh Fabric For Hot Nights,13.36
14658,Masculine,Accessories,Men'S Watch With Silicone Bracelet And Date Function,2.97
14659,Children,Baby (0-12 months),Pocketd Cotton With Pockets,6.9
14660,Children,"Girl and Boy (1-5 years, 6-14 years)",Executive Yellow Silk With Buttons,25.1
14661,Children,Coats,High-Tech Turquoise Linen,9.2
14662,Children,Sweaters,Children'S Sweater With Sweet Drawings And Ice Cream,10.24
14663,Children,Pajamas,Kids Satin Pajama With Lace Finish,10.4
14664,Children,Accessories,Children'S Mask For Protection,10.83
14665,Feminine,Coats and Blazers,Boho Jacquard White Embroidery,15.94
14666,Feminine,Sweaters and Knitwear,Modern Blue Satin With Buttons,16.71
14667,Feminine,Dresses and Jumpsuits,Black Tricot Boho With Buttons,11.85
14668,Feminine,Shirts and Blouses,Women'S Blouse With Foliage Print,10.43
14669,Feminine,T-shirts and Tops,Top Of Mesh With Tropical Print,18.46
14670,Feminine,Pants and Jeans,Women'S Linen Pants,32.05
14671,Feminine,Skirts and Shorts,Female Midi Plisada Skirt With Color Details,10.4
14672,Feminine,Suits and Sets,Crochet Blouse And Midi Skirt With Ruffles,32.11
14673,Feminine,Sportswear,Female Fitness Pants,4.2
14674,Feminine,Lingerie and Pajamas,Women'S Printed Cotton Pajamas,8.42
14675,Feminine,Accessories,Stainless Steel Necklace With Moon Pendant,3.31
14676,Masculine,Coats and Blazers,Vintage Black Lace With Zipper,27.13
14677,Masculine,Sweaters and Sweatshirts,Punk Tricot Borde,19.16
14678,Masculine,T-shirts and Polos,Classic Smooth White Income,17.94
14679,Masculine,Shirts,Slim Fit Men'S Shirt With Leather Details,7.05
14680,Masculine,Pants and Jeans,Slim Fit Male Sweatshirt With Details,12.88
14681,Masculine,Suits and Blazers,Men'S Blazer Sports Style With Modern Cut,51.48
14682,Masculine,Sportswear,Men'S Crossfit Shorts With Fast Drying Fabric,11.99
14683,Masculine,Underwear and Pajamas,Men'S Microfiber Boxer With High Elasticity,4.91
14684,Masculine,Accessories,Men'S Tie With Classic Print,2.93
14685,Children,Baby (0-12 months),Vintage Beige Wool With Pockets,7.9
14686,Children,"Girl and Boy (1-5 years, 6-14 years)",Streetwear Lilac Leather With Buttons,6.19
14687,Children,Coats,Turquoise Linen Sports,32.09
14688,Children,Sweaters,Children'S Knitting Jersey With Geometric Shapes,22.35
14689,Children,Pajamas,Children'S Pima Cotton Pajamas With Rocket Stamp,12.91
14690,Children,Accessories,Snowfall,6.4
14691,Feminine,Coats and Blazers,Modern Golden Leather Padded,26.82
14692,Feminine,Sweaters and Knitwear,Modern Turquoise Tricot Printed,18.17
14693,Feminine,Dresses and Jumpsuits,Stripped Lace Embroidery,18.11
14694,Feminine,Shirts and Blouses,Linen Blouse With Square Collar,28.54
14695,Feminine,T-shirts and Tops,Women'S T-Shirt With Pop Art Print,8.86
14696,Feminine,Pants and Jeans,Slim Fit Women'S Slim Pants,9.26
14697,Feminine,Skirts and Shorts,Linen Skirt With Pockets And Buttons,13.88
14698,Feminine,Suits and Sets,Set Of Knitted Blouse And Pants With Draped Details,33.6
14699,Feminine,Sportswear,Women'S Gymnastics Jacket,10.42
14700,Feminine,Lingerie and Pajamas,Cotton Lingerie Set With Tanga Panties,21.06
14701,Feminine,Accessories,Custom Metal Keychain,9.67
14702,Masculine,Coats and Blazers,Boho Velvet Pink With Ruffles,28.48
14703,Masculine,Sweaters and Sweatshirts,Classic Denim Lilac With Zipper,6.85
14704,Masculine,T-shirts and Polos,Vintage Padded Blue Lace,26.42
14705,Masculine,Shirts,Short -Sleeved Men'S Casual Shirt With Striped Print,4.44
14706,Masculine,Pants and Jeans,Dark Male Jeans With Contrasting Sewing,27.75
14707,Masculine,Suits and Blazers,Male Fact Slim Fit With Mother,18.45
14708,Masculine,Sportswear,Men'S Physical Activity T -Shirt With Cooling Technology,34.76
14709,Masculine,Underwear and Pajamas,Male Mesh Pajama With Front Zipper,19.71
14710,Masculine,Accessories,Snapback Men'S Boning With Embroidery,1.66
14711,Children,Baby (0-12 months),Luxurious Cotton Padded Mustard,13.02
14712,Children,"Girl and Boy (1-5 years, 6-14 years)",Executive Smooth Blue Velvet,30.68
14713,Children,Coats,White Satin Retro With Ruffles,14.07
14714,Children,Sweaters,Children'S Sweater With Padded Texture,13.52
14715,Children,Pajamas,Short Children'S Pajama With Ruffles In The Short Bar,11.58
14716,Children,Accessories,Printed Children'S Bandana,7.24
14717,Feminine,Coats and Blazers,Formal White Cotton With Buttons,19.23
14718,Feminine,Sweaters and Knitwear,Classic Turquoise Velvet With Glitter,18.97
14719,Feminine,Dresses and Jumpsuits,Punk Gold Wool With Zipper,18.8
14720,Feminine,Shirts and Blouses,Cropped Shirt With Frontal Mooring,9.47
14721,Feminine,T-shirts and Tops,Crochet Top With High Collar,13.8
14722,Feminine,Pants and Jeans,Pants With Front Buttons,31.39
14723,Feminine,Skirts and Shorts,Short Skirt With Fabric Belt Details,9.0
14724,Feminine,Suits and Sets,Fair Fabric Blous,28.54
14725,Feminine,Sportswear,Female High Performance Legging,5.08
14726,Feminine,Lingerie and Pajamas,Female Pajama With Lace Detail,9.49
14727,Feminine,Accessories,Natural Stone Bracelet With Golden Choppe,7.14
14728,Masculine,Coats and Blazers,Punk Nylon Turquoise Printed,10.23
14729,Masculine,Sweaters and Sweatshirts,Classic Turquoise With Bow,14.04
14730,Masculine,T-shirts and Polos,Vintage Red Polyester With Buttons,10.68
14731,Masculine,Shirts,Men'S Long -Sleeved Shirt With Loop Detail,11.15
14732,Masculine,Pants and Jeans,Jogger Men'S Pants With Adjustable,29.69
14733,Masculine,Suits and Blazers,Men'S Velvet Blazer For Special Occasions,46.5
14734,Masculine,Sportswear,Men'S Compression Pants For High Performance Sports,11.77
14735,Masculine,Underwear and Pajamas,Male Premium Cotton Underwear With Elastic Waist,12.65
14736,Masculine,Accessories,Men'S Wool Cachecol With Knitting Details,6.19
